Date,RIC,Combined Alpha Sector Rank
2017-02-16,BKR.OQ,22
2017-02-16,BKU.N,72
2017-02-17,BALL.N,17
2017-02-17,BANC.N,66
2017-02-17,BANF.OQ,34
2017-02-17,BANR.OQ,15
2017-02-17,BATRK.OQ,1
2017-02-17,BAX.N,96
2017-02-17,BBT.N,94
2017-02-17,BBW.N,16
2017-02-17,BBWI.N,68
2017-02-17,BBY.N,59
2017-02-17,BC.N,50
2017-02-17,BCC.N,42
2017-02-17,BCO.N,82
2017-02-17,BCPC.OQ,9
2017-02-17,BCRX.OQ,31
2017-02-17,BDC.N,56
2017-02-17,BDX.N,90
2017-02-17,BELFB.OQ,52
2017-02-17,BEN.N,38
2017-02-17,BFAM.N,38
2017-02-17,BFH.N,54
2017-02-17,BFb.N,5
2017-02-17,BG.N,90
2017-02-17,BGC.OQ,76
2017-02-17,BHE.N,77
2017-02-17,BIIB.OQ,100
2017-02-17,BIO.N,10
2017-02-17,BJRI.OQ,29
2017-02-17,BK.N,65
2017-02-17,BKD.N,58
2017-02-17,BKE.N,45
2017-02-17,BKH.N,19
2017-02-17,BKNG.OQ,20
2017-02-17,BKR.OQ,22
2017-02-17,BKU.N,72
2017-02-21,BALL.N,16
2017-02-21,BANC.N,68
2017-02-21,BANF.OQ,31
2017-02-21,BANR.OQ,14
2017-02-21,BATRK.OQ,2
2017-02-21,BAX.N,96
2017-02-21,BBT.N,92
2017-02-21,BBW.N,8
2017-02-21,BBWI.N,69
2017-02-21,BBY.N,64
2017-02-21,BC.N,38
2017-02-21,BCC.N,51
2017-02-21,BCO.N,86
2017-02-21,BCPC.OQ,9
2017-02-21,BCRX.OQ,32
2017-02-21,BDC.N,53
2017-02-21,BDX.N,87
2017-02-21,BELFB.OQ,50
2017-02-21,BEN.N,34
2017-02-21,BFAM.N,40
2017-02-21,BFH.N,28
2017-02-21,BFb.N,5
2017-02-21,BG.N,87
2017-02-21,BGC.OQ,78
2017-02-21,BHE.N,78
2017-02-21,BIIB.OQ,100
2017-02-21,BIO.N,9
2017-02-21,BJRI.OQ,34
2017-02-21,BK.N,75
2017-02-21,BKD.N,85
2017-02-21,BKE.N,44
2017-02-21,BKH.N,21
2017-02-21,BKNG.OQ,23
2017-02-21,BKR.OQ,24
2017-02-21,BKU.N,71
2017-02-22,BALL.N,17
2017-02-22,BANC.N,68
2017-02-22,BANF.OQ,29
2017-02-22,BANR.OQ,13
2017-02-22,BATRK.OQ,2
2017-02-22,BAX.N,95
2017-02-22,BBT.N,93
2017-02-22,BBW.N,10
2017-02-22,BBWI.N,60
2017-02-22,BBY.N,66
2017-02-22,BC.N,38
2017-02-22,BCC.N,55
2017-02-22,BCO.N,89
2017-02-22,BCPC.OQ,10
2017-02-22,BCRX.OQ,32
2017-02-22,BDC.N,52
2017-02-22,BDX.N,87
2017-02-22,BELFB.OQ,52
2017-02-22,BEN.N,34
2017-02-22,BFAM.N,40
2017-02-22,BFH.N,29
2017-02-22,BFb.N,5
2017-02-22,BG.N,87
2017-02-22,BGC.OQ,76
2017-02-22,BHE.N,78
2017-02-22,BIIB.OQ,100
2017-02-22,BIO.N,11
2017-02-22,BJRI.OQ,35
2017-02-22,BK.N,78
2017-02-22,BKD.N,84
2017-02-22,BKE.N,45
2017-02-22,BKH.N,22
2017-02-22,BKNG.OQ,25
2017-02-22,BKR.OQ,22
2017-02-22,BKU.N,72
2017-02-23,BALL.N,20
2017-02-23,BANC.N,69
2017-02-23,BANF.OQ,29
2017-02-23,BANR.OQ,16
2017-02-23,BATRK.OQ,2
2017-02-23,BAX.N,96
2017-02-23,BBT.N,92
2017-02-23,BBW.N,11
2017-02-23,BBWI.N,56
2017-02-23,BBY.N,67
2017-02-23,BC.N,40
2017-02-23,BCC.N,56
2017-02-23,BCO.N,89
2017-02-23,BCPC.OQ,9
2017-02-23,BCRX.OQ,33
2017-02-23,BDC.N,54
2017-02-23,BDX.N,87
2017-02-23,BELFB.OQ,52
2017-02-23,BEN.N,32
2017-02-23,BFAM.N,37
2017-02-23,BFH.N,28
2017-02-23,BFb.N,5
2017-02-23,BG.N,87
2017-02-23,BGC.OQ,81
2017-02-23,BHE.N,82
2017-02-23,BIIB.OQ,100
2017-02-23,BIO.N,9
2017-02-23,BJRI.OQ,32
2017-02-23,BK.N,78
2017-02-23,BKD.N,84
2017-02-23,BKE.N,49
2017-02-23,BKH.N,28
2017-02-23,BKNG.OQ,24
2017-02-23,BKR.OQ,20
2017-02-23,BKU.N,72
2017-02-24,BALL.N,20
2017-02-24,BANC.N,69
2017-02-24,BANF.OQ,29
2017-02-24,BANR.OQ,16
2017-02-24,BATRK.OQ,2
2017-02-24,BAX.N,96
2017-02-24,BBT.N,92
2017-02-24,BBW.N,11
2017-02-24,BBWI.N,56
2017-02-24,BBY.N,67
2017-02-24,BC.N,40
2017-02-24,BCC.N,56
2017-02-24,BCO.N,89
2017-02-24,BCPC.OQ,9
2017-02-24,BCRX.OQ,32
2017-02-24,BDC.N,54
2017-02-24,BDX.N,87
2017-02-24,BELFB.OQ,52
2017-02-24,BEN.N,32
2017-02-24,BFAM.N,37
2017-02-24,BFH.N,28
2017-02-24,BFb.N,5
2017-02-24,BG.N,87
2017-02-24,BGC.OQ,81
2017-02-24,BHE.N,82
2017-02-24,BIIB.OQ,100
2017-02-24,BIO.N,9
2017-02-24,BJRI.OQ,32
2017-02-24,BK.N,77
2017-02-24,BKD.N,84
2017-02-24,BKE.N,49
2017-02-24,BKH.N,28
2017-02-24,BKNG.OQ,23
2017-02-24,BKR.OQ,19
2017-02-24,BKU.N,72
2017-02-27,BALL.N,18
2017-02-27,BANC.N,64
2017-02-27,BANF.OQ,28
2017-02-27,BANR.OQ,19
2017-02-27,BATRK.OQ,3
2017-02-27,BAX.N,97
2017-02-27,BBT.N,91
2017-02-27,BBW.N,9
2017-02-27,BBWI.N,47
2017-02-27,BBY.N,68
2017-02-27,BC.N,37
2017-02-27,BCC.N,82
2017-02-27,BCO.N,90
2017-02-27,BCPC.OQ,11
2017-02-27,BCRX.OQ,29
2017-02-27,BDC.N,53
2017-02-27,BDX.N,89
2017-02-27,BELFB.OQ,49
2017-02-27,BEN.N,41
2017-02-27,BFAM.N,37
2017-02-27,BFH.N,53
2017-02-27,BFb.N,6
2017-02-27,BG.N,86
2017-02-27,BGC.OQ,81
2017-02-27,BHE.N,82
2017-02-27,BIIB.OQ,100
2017-02-27,BIO.N,8
2017-02-27,BJRI.OQ,14
2017-02-27,BK.N,78
2017-02-27,BKD.N,64
2017-02-27,BKE.N,49
2017-02-27,BKH.N,14
2017-02-27,BKNG.OQ,26
2017-02-27,BKR.OQ,21
2017-02-27,BKU.N,70
2017-02-28,BALL.N,18
2017-02-28,BANC.N,65
2017-02-28,BANF.OQ,29
2017-02-28,BANR.OQ,33
2017-02-28,BATRK.OQ,3
2017-02-28,BAX.N,97
2017-02-28,BBT.N,91
2017-02-28,BBW.N,9
2017-02-28,BBWI.N,45
2017-02-28,BBY.N,69
2017-02-28,BC.N,38
2017-02-28,BCC.N,81
2017-02-28,BCO.N,91
2017-02-28,BCPC.OQ,7
2017-02-28,BCRX.OQ,41
2017-02-28,BDC.N,53
2017-02-28,BDX.N,90
2017-02-28,BELFB.OQ,52
2017-02-28,BEN.N,41
2017-02-28,BFAM.N,35
2017-02-28,BFH.N,49
2017-02-28,BFb.N,5
2017-02-28,BG.N,87
2017-02-28,BGC.OQ,80
2017-02-28,BHE.N,85
2017-02-28,BIIB.OQ,100
2017-02-28,BIO.N,9
2017-02-28,BJRI.OQ,16
2017-02-28,BK.N,85
2017-02-28,BKD.N,67
2017-02-28,BKE.N,49
2017-02-28,BKH.N,15
2017-02-28,BKNG.OQ,28
2017-02-28,BKR.OQ,24
2017-02-28,BKU.N,70
2017-03-01,BALL.N,19
2017-03-01,BANC.N,79
2017-03-01,BANF.OQ,30
2017-03-01,BANR.OQ,29
2017-03-01,BATRK.OQ,3
2017-03-01,BAX.N,97
2017-03-01,BBT.N,91
2017-03-01,BBW.N,10
2017-03-01,BBWI.N,42
2017-03-01,BBY.N,77
2017-03-01,BC.N,37
2017-03-01,BCC.N,78
2017-03-01,BCO.N,91
2017-03-01,BCPC.OQ,8
2017-03-01,BCRX.OQ,42
2017-03-01,BDC.N,53
2017-03-01,BDX.N,90
2017-03-01,BELFB.OQ,52
2017-03-01,BEN.N,42
2017-03-01,BFAM.N,41
2017-03-01,BFH.N,50
2017-03-01,BFb.N,7
2017-03-01,BG.N,92
2017-03-01,BGC.OQ,81
2017-03-01,BHE.N,85
2017-03-01,BIIB.OQ,100
2017-03-01,BIO.N,12
2017-03-01,BJRI.OQ,18
2017-03-01,BK.N,85
2017-03-01,BKD.N,88
2017-03-01,BKE.N,50
2017-03-01,BKH.N,13
2017-03-01,BKNG.OQ,27
2017-03-01,BKR.OQ,22
2017-03-01,BKU.N,70
2017-03-02,BALL.N,12
2017-03-02,BANC.N,59
2017-03-02,BANF.OQ,29
2017-03-02,BANR.OQ,30
2017-03-02,BATRK.OQ,4
2017-03-02,BAX.N,93
2017-03-02,BBT.N,90
2017-03-02,BBW.N,9
2017-03-02,BBWI.N,42
2017-03-02,BBY.N,84
2017-03-02,BC.N,40
2017-03-02,BCC.N,79
2017-03-02,BCO.N,91
2017-03-02,BCPC.OQ,8
2017-03-02,BCRX.OQ,43
2017-03-02,BDC.N,52
2017-03-02,BDX.N,91
2017-03-02,BELFB.OQ,51
2017-03-02,BEN.N,42
2017-03-02,BFAM.N,35
2017-03-02,BFH.N,55
2017-03-02,BFb.N,7
2017-03-02,BG.N,92
2017-03-02,BGC.OQ,86
2017-03-02,BHE.N,86
2017-03-02,BIIB.OQ,100
2017-03-02,BIO.N,15
2017-03-02,BJRI.OQ,15
2017-03-02,BK.N,86
2017-03-02,BKD.N,87
2017-03-02,BKE.N,50
2017-03-02,BKH.N,14
2017-03-02,BKNG.OQ,23
2017-03-02,BKR.OQ,21
2017-03-02,BKU.N,72
2017-03-03,BALL.N,12
2017-03-03,BANC.N,59
2017-03-03,BANF.OQ,29
2017-03-03,BANR.OQ,30
2017-03-03,BATRK.OQ,3
2017-03-03,BAX.N,93
2017-03-03,BBT.N,90
2017-03-03,BBW.N,9
2017-03-03,BBWI.N,42
2017-03-03,BBY.N,84
2017-03-03,BC.N,40
2017-03-03,BCC.N,79
2017-03-03,BCO.N,91
2017-03-03,BCPC.OQ,8
2017-03-03,BCRX.OQ,42
2017-03-03,BDC.N,51
2017-03-03,BDX.N,91
2017-03-03,BELFB.OQ,51
2017-03-03,BEN.N,42
2017-03-03,BFAM.N,35
2017-03-03,BFH.N,55
2017-03-03,BFb.N,7
2017-03-03,BG.N,92
2017-03-03,BGC.OQ,86
2017-03-03,BHE.N,86
2017-03-03,BIIB.OQ,100
2017-03-03,BIO.N,15
2017-03-03,BJRI.OQ,15
2017-03-03,BK.N,86
2017-03-03,BKD.N,87
2017-03-03,BKE.N,50
2017-03-03,BKH.N,14
2017-03-03,BKNG.OQ,23
2017-03-03,BKR.OQ,21
2017-03-03,BKU.N,72
2017-03-06,BALL.N,9
2017-03-06,BANC.N,71
2017-03-06,BANF.OQ,31
2017-03-06,BANR.OQ,26
2017-03-06,BATRK.OQ,4
2017-03-06,BAX.N,94
2017-03-06,BBT.N,88
2017-03-06,BBW.N,10
2017-03-06,BBWI.N,40
2017-03-06,BBY.N,80
2017-03-06,BC.N,43
2017-03-06,BCC.N,53
2017-03-06,BCO.N,88
2017-03-06,BCPC.OQ,5
2017-03-06,BCRX.OQ,43
2017-03-06,BDC.N,61
2017-03-06,BDX.N,89
2017-03-06,BELFB.OQ,57
2017-03-06,BEN.N,45
2017-03-06,BFAM.N,33
2017-03-06,BFH.N,48
2017-03-06,BFb.N,8
2017-03-06,BG.N,94
2017-03-06,BGC.OQ,85
2017-03-06,BHE.N,86
2017-03-06,BIIB.OQ,100
2017-03-06,BIO.N,14
2017-03-06,BJRI.OQ,20
2017-03-06,BK.N,82
2017-03-06,BKD.N,90
2017-03-06,BKE.N,55
2017-03-06,BKH.N,17
2017-03-06,BKNG.OQ,27
2017-03-06,BKR.OQ,24
2017-03-06,BKU.N,75
2017-03-07,BALL.N,11
2017-03-07,BANC.N,70
2017-03-07,BANF.OQ,30
2017-03-07,BANR.OQ,28
2017-03-07,BATRK.OQ,4
2017-03-07,BAX.N,94
2017-03-07,BBT.N,89
2017-03-07,BBW.N,10
2017-03-07,BBWI.N,41
2017-03-07,BBY.N,76
2017-03-07,BC.N,41
2017-03-07,BCC.N,55
2017-03-07,BCO.N,86
2017-03-07,BCPC.OQ,6
2017-03-07,BCRX.OQ,44
2017-03-07,BDC.N,59
2017-03-07,BDX.N,91
2017-03-07,BELFB.OQ,57
2017-03-07,BEN.N,45
2017-03-07,BFAM.N,33
2017-03-07,BFH.N,49
2017-03-07,BFb.N,7
2017-03-07,BG.N,96
2017-03-07,BGC.OQ,86
2017-03-07,BHE.N,86
2017-03-07,BIIB.OQ,100
2017-03-07,BIO.N,14
2017-03-07,BJRI.OQ,19
2017-03-07,BK.N,83
2017-03-07,BKD.N,89
2017-03-07,BKE.N,56
2017-03-07,BKH.N,16
2017-03-07,BKNG.OQ,26
2017-03-07,BKR.OQ,26
2017-03-07,BKU.N,74
2017-03-08,BALL.N,11
2017-03-08,BANC.N,67
2017-03-08,BANF.OQ,30
2017-03-08,BANR.OQ,27
2017-03-08,BATRK.OQ,4
2017-03-08,BAX.N,93
2017-03-08,BBT.N,89
2017-03-08,BBW.N,10
2017-03-08,BBWI.N,41
2017-03-08,BBY.N,79
2017-03-08,BC.N,41
2017-03-08,BCC.N,54
2017-03-08,BCO.N,87
2017-03-08,BCPC.OQ,7
2017-03-08,BCRX.OQ,45
2017-03-08,BDC.N,61
2017-03-08,BDX.N,91
2017-03-08,BELFB.OQ,54
2017-03-08,BEN.N,44
2017-03-08,BFAM.N,33
2017-03-08,BFH.N,50
2017-03-08,BFb.N,5
2017-03-08,BG.N,96
2017-03-08,BGC.OQ,87
2017-03-08,BHE.N,84
2017-03-08,BIIB.OQ,100
2017-03-08,BIO.N,14
2017-03-08,BJRI.OQ,19
2017-03-08,BK.N,81
2017-03-08,BKD.N,90
2017-03-08,BKE.N,54
2017-03-08,BKH.N,14
2017-03-08,BKNG.OQ,23
2017-03-08,BKR.OQ,24
2017-03-08,BKU.N,74
2017-03-09,BALL.N,11
2017-03-09,BANC.N,61
2017-03-09,BANF.OQ,30
2017-03-09,BANR.OQ,25
2017-03-09,BATRK.OQ,4
2017-03-09,BAX.N,93
2017-03-09,BBT.N,89
2017-03-09,BBW.N,10
2017-03-09,BBWI.N,51
2017-03-09,BBY.N,80
2017-03-09,BC.N,41
2017-03-09,BCC.N,56
2017-03-09,BCO.N,86
2017-03-09,BCPC.OQ,7
2017-03-09,BCRX.OQ,46
2017-03-09,BDC.N,59
2017-03-09,BDX.N,90
2017-03-09,BELFB.OQ,56
2017-03-09,BEN.N,46
2017-03-09,BFAM.N,31
2017-03-09,BFH.N,48
2017-03-09,BFb.N,7
2017-03-09,BG.N,96
2017-03-09,BGC.OQ,88
2017-03-09,BHE.N,82
2017-03-09,BIIB.OQ,99
2017-03-09,BIO.N,13
2017-03-09,BJRI.OQ,17
2017-03-09,BK.N,82
2017-03-09,BKD.N,91
2017-03-09,BKE.N,56
2017-03-09,BKH.N,15
2017-03-09,BKNG.OQ,24
2017-03-09,BKR.OQ,25
2017-03-09,BKU.N,77
2017-03-10,BALL.N,11
2017-03-10,BANC.N,61
2017-03-10,BANF.OQ,30
2017-03-10,BANR.OQ,25
2017-03-10,BATRK.OQ,4
2017-03-10,BAX.N,93
2017-03-10,BBT.N,89
2017-03-10,BBW.N,10
2017-03-10,BBWI.N,51
2017-03-10,BBY.N,80
2017-03-10,BC.N,41
2017-03-10,BCC.N,56
2017-03-10,BCO.N,86
2017-03-10,BCPC.OQ,7
2017-03-10,BCRX.OQ,45
2017-03-10,BDC.N,59
2017-03-10,BDX.N,90
2017-03-10,BELFB.OQ,56
2017-03-10,BEN.N,47
2017-03-10,BFAM.N,31
2017-03-10,BFH.N,48
2017-03-10,BFb.N,7
2017-03-10,BG.N,96
2017-03-10,BGC.OQ,88
2017-03-10,BHE.N,82
2017-03-10,BIIB.OQ,99
2017-03-10,BIO.N,14
2017-03-10,BJRI.OQ,17
2017-03-10,BK.N,82
2017-03-10,BKD.N,91
2017-03-10,BKE.N,56
2017-03-10,BKH.N,15
2017-03-10,BKNG.OQ,24
2017-03-10,BKR.OQ,25
2017-03-10,BKU.N,76
2017-03-13,BALL.N,11
2017-03-13,BANC.N,64
2017-03-13,BANF.OQ,29
2017-03-13,BANR.OQ,34
2017-03-13,BATRK.OQ,4
2017-03-13,BAX.N,94
2017-03-13,BBT.N,89
2017-03-13,BBW.N,8
2017-03-13,BBWI.N,52
2017-03-13,BBY.N,80
2017-03-13,BC.N,46
2017-03-13,BCC.N,53
2017-03-13,BCO.N,82
2017-03-13,BCPC.OQ,8
2017-03-13,BCRX.OQ,34
2017-03-13,BDC.N,57
2017-03-13,BDX.N,91
2017-03-13,BELFB.OQ,37
2017-03-13,BEN.N,47
2017-03-13,BFAM.N,31
2017-03-13,BFH.N,60
2017-03-13,BFb.N,5
2017-03-13,BG.N,96
2017-03-13,BGC.OQ,89
2017-03-13,BHE.N,84
2017-03-13,BIIB.OQ,99
2017-03-13,BIO.N,15
2017-03-13,BJRI.OQ,17
2017-03-13,BK.N,80
2017-03-13,BKD.N,90
2017-03-13,BKE.N,38
2017-03-13,BKH.N,15
2017-03-13,BKNG.OQ,25
2017-03-13,BKR.OQ,20
2017-03-13,BKU.N,79
2017-03-14,BALL.N,11
2017-03-14,BANC.N,63
2017-03-14,BANF.OQ,30
2017-03-14,BANR.OQ,32
2017-03-14,BATRK.OQ,4
2017-03-14,BAX.N,94
2017-03-14,BBT.N,89
2017-03-14,BBW.N,8
2017-03-14,BBWI.N,53
2017-03-14,BBY.N,82
2017-03-14,BC.N,47
2017-03-14,BCC.N,55
2017-03-14,BCO.N,80
2017-03-14,BCPC.OQ,7
2017-03-14,BCRX.OQ,36
2017-03-14,BDC.N,57
2017-03-14,BDX.N,90
2017-03-14,BELFB.OQ,39
2017-03-14,BEN.N,47
2017-03-14,BFAM.N,32
2017-03-14,BFH.N,62
2017-03-14,BFb.N,5
2017-03-14,BG.N,96
2017-03-14,BGC.OQ,90
2017-03-14,BHE.N,82
2017-03-14,BIIB.OQ,99
2017-03-14,BIO.N,17
2017-03-14,BJRI.OQ,17
2017-03-14,BK.N,78
2017-03-14,BKD.N,88
2017-03-14,BKE.N,35
2017-03-14,BKH.N,16
2017-03-14,BKNG.OQ,26
2017-03-14,BKR.OQ,22
2017-03-14,BKU.N,78
2017-03-15,BALL.N,10
2017-03-15,BANC.N,61
2017-03-15,BANF.OQ,29
2017-03-15,BANR.OQ,34
2017-03-15,BATRK.OQ,4
2017-03-15,BAX.N,95
2017-03-15,BBT.N,89
2017-03-15,BBW.N,8
2017-03-15,BBWI.N,54
2017-03-15,BBY.N,82
2017-03-15,BC.N,49
2017-03-15,BCC.N,54
2017-03-15,BCO.N,87
2017-03-15,BCPC.OQ,7
2017-03-15,BCRX.OQ,36
2017-03-15,BDC.N,59
2017-03-15,BDX.N,90
2017-03-15,BELFB.OQ,41
2017-03-15,BEN.N,50
2017-03-15,BFAM.N,32
2017-03-15,BFH.N,62
2017-03-15,BFb.N,4
2017-03-15,BG.N,96
2017-03-15,BGC.OQ,89
2017-03-15,BHE.N,84
2017-03-15,BIIB.OQ,99
2017-03-15,BIO.N,17
2017-03-15,BJRI.OQ,17
2017-03-15,BK.N,80
2017-03-15,BKD.N,89
2017-03-15,BKE.N,39
2017-03-15,BKH.N,12
2017-03-15,BKNG.OQ,28
2017-03-15,BKR.OQ,23
2017-03-15,BKU.N,79
2017-03-16,BALL.N,9
2017-03-16,BANC.N,60
2017-03-16,BANF.OQ,31
2017-03-16,BANR.OQ,34
2017-03-16,BATRK.OQ,4
2017-03-16,BAX.N,95
2017-03-16,BBT.N,90
2017-03-16,BBW.N,9
2017-03-16,BBWI.N,56
2017-03-16,BBY.N,83
2017-03-16,BC.N,50
2017-03-16,BCC.N,55
2017-03-16,BCO.N,85
2017-03-16,BCPC.OQ,7
2017-03-16,BCRX.OQ,35
2017-03-16,BDC.N,60
2017-03-16,BDX.N,91
2017-03-16,BELFB.OQ,44
2017-03-16,BEN.N,45
2017-03-16,BFAM.N,30
2017-03-16,BFH.N,62
2017-03-16,BFb.N,5
2017-03-16,BG.N,95
2017-03-16,BGC.OQ,90
2017-03-16,BHE.N,82
2017-03-16,BIIB.OQ,99
2017-03-16,BIO.N,17
2017-03-16,BJRI.OQ,17
2017-03-16,BK.N,80
2017-03-16,BKD.N,90
2017-03-16,BKE.N,36
2017-03-16,BKH.N,13
2017-03-16,BKNG.OQ,29
2017-03-16,BKR.OQ,20
2017-03-16,BKU.N,79
2017-03-17,BALL.N,9
2017-03-17,BANC.N,60
2017-03-17,BANF.OQ,30
2017-03-17,BANR.OQ,33
2017-03-17,BATRK.OQ,4
2017-03-17,BAX.N,95
2017-03-17,BBT.N,90
2017-03-17,BBW.N,9
2017-03-17,BBWI.N,56
2017-03-17,BBY.N,83
2017-03-17,BC.N,50
2017-03-17,BCC.N,55
2017-03-17,BCO.N,85
2017-03-17,BCPC.OQ,7
2017-03-17,BCRX.OQ,36
2017-03-17,BDC.N,60
2017-03-17,BDX.N,91
2017-03-17,BELFB.OQ,45
2017-03-17,BEN.N,45
2017-03-17,BFAM.N,30
2017-03-17,BFH.N,62
2017-03-17,BFb.N,5
2017-03-17,BG.N,95
2017-03-17,BGC.OQ,90
2017-03-17,BHE.N,82
2017-03-17,BIIB.OQ,99
2017-03-17,BIO.N,17
2017-03-17,BJRI.OQ,17
2017-03-17,BK.N,80
2017-03-17,BKD.N,90
2017-03-17,BKE.N,36
2017-03-17,BKH.N,12
2017-03-17,BKNG.OQ,29
2017-03-17,BKR.OQ,20
2017-03-17,BKU.N,79
2017-03-20,BALL.N,8
2017-03-20,BANC.N,69
2017-03-20,BANF.OQ,28
2017-03-20,BANR.OQ,33
2017-03-20,BATRK.OQ,4
2017-03-20,BAX.N,96
2017-03-20,BBT.N,88
2017-03-20,BBW.N,7
2017-03-20,BBWI.N,51
2017-03-20,BBY.N,80
2017-03-20,BC.N,50
2017-03-20,BCC.N,56
2017-03-20,BCO.N,85
2017-03-20,BCPC.OQ,7
2017-03-20,BCRX.OQ,36
2017-03-20,BDC.N,61
2017-03-20,BDX.N,91
2017-03-20,BELFB.OQ,44
2017-03-20,BEN.N,50
2017-03-20,BFAM.N,29
2017-03-20,BFH.N,50
2017-03-20,BFb.N,5
2017-03-20,BG.N,94
2017-03-20,BGC.OQ,89
2017-03-20,BHE.N,84
2017-03-20,BIIB.OQ,97
2017-03-20,BIO.N,20
2017-03-20,BJRI.OQ,17
2017-03-20,BK.N,82
2017-03-20,BKD.N,89
2017-03-20,BKE.N,45
2017-03-20,BKH.N,12
2017-03-20,BKNG.OQ,29
2017-03-20,BKR.OQ,22
2017-03-20,BKU.N,78
2017-03-21,BALL.N,8
2017-03-21,BANC.N,56
2017-03-21,BANF.OQ,29
2017-03-21,BANR.OQ,34
2017-03-21,BATRK.OQ,4
2017-03-21,BAX.N,96
2017-03-21,BBT.N,87
2017-03-21,BBW.N,8
2017-03-21,BBWI.N,51
2017-03-21,BBY.N,81
2017-03-21,BC.N,50
2017-03-21,BCC.N,55
2017-03-21,BCO.N,86
2017-03-21,BCPC.OQ,7
2017-03-21,BCRX.OQ,37
2017-03-21,BDC.N,60
2017-03-21,BDX.N,91
2017-03-21,BELFB.OQ,45
2017-03-21,BEN.N,46
2017-03-21,BFAM.N,27
2017-03-21,BFH.N,49
2017-03-21,BFb.N,5
2017-03-21,BG.N,94
2017-03-21,BGC.OQ,89
2017-03-21,BHE.N,85
2017-03-21,BIIB.OQ,97
2017-03-21,BIO.N,21
2017-03-21,BJRI.OQ,17
2017-03-21,BK.N,82
2017-03-21,BKD.N,89
2017-03-21,BKE.N,49
2017-03-21,BKH.N,13
2017-03-21,BKNG.OQ,30
2017-03-21,BKR.OQ,22
2017-03-21,BKU.N,78
2017-03-22,BALL.N,8
2017-03-22,BANC.N,59
2017-03-22,BANF.OQ,30
2017-03-22,BANR.OQ,34
2017-03-22,BATRK.OQ,3
2017-03-22,BAX.N,95
2017-03-22,BBT.N,86
2017-03-22,BBW.N,6
2017-03-22,BBWI.N,53
2017-03-22,BBY.N,78
2017-03-22,BC.N,50
2017-03-22,BCC.N,57
2017-03-22,BCO.N,84
2017-03-22,BCPC.OQ,6
2017-03-22,BCRX.OQ,37
2017-03-22,BDC.N,60
2017-03-22,BDX.N,91
2017-03-22,BELFB.OQ,50
2017-03-22,BEN.N,45
2017-03-22,BFAM.N,27
2017-03-22,BFH.N,49
2017-03-22,BFb.N,5
2017-03-22,BG.N,94
2017-03-22,BGC.OQ,89
2017-03-22,BHE.N,82
2017-03-22,BIIB.OQ,97
2017-03-22,BIO.N,20
2017-03-22,BJRI.OQ,16
2017-03-22,BK.N,83
2017-03-22,BKD.N,89
2017-03-22,BKE.N,49
2017-03-22,BKH.N,13
2017-03-22,BKNG.OQ,28
2017-03-22,BKR.OQ,23
2017-03-22,BKU.N,78
2017-03-23,BALL.N,8
2017-03-23,BANC.N,55
2017-03-23,BANF.OQ,30
2017-03-23,BANR.OQ,33
2017-03-23,BATRK.OQ,3
2017-03-23,BAX.N,95
2017-03-23,BBT.N,85
2017-03-23,BBW.N,8
2017-03-23,BBWI.N,52
2017-03-23,BBY.N,83
2017-03-23,BC.N,48
2017-03-23,BCC.N,55
2017-03-23,BCO.N,85
2017-03-23,BCPC.OQ,6
2017-03-23,BCRX.OQ,37
2017-03-23,BDC.N,61
2017-03-23,BDX.N,91
2017-03-23,BELFB.OQ,51
2017-03-23,BEN.N,46
2017-03-23,BFAM.N,27
2017-03-23,BFH.N,49
2017-03-23,BFb.N,5
2017-03-23,BG.N,94
2017-03-23,BGC.OQ,88
2017-03-23,BHE.N,83
2017-03-23,BIIB.OQ,97
2017-03-23,BIO.N,22
2017-03-23,BJRI.OQ,17
2017-03-23,BK.N,83
2017-03-23,BKD.N,89
2017-03-23,BKE.N,42
2017-03-23,BKH.N,13
2017-03-23,BKNG.OQ,29
2017-03-23,BKR.OQ,25
2017-03-23,BKU.N,78
2017-03-24,BALL.N,8
2017-03-24,BANC.N,55
2017-03-24,BANF.OQ,30
2017-03-24,BANR.OQ,33
2017-03-24,BATRK.OQ,3
2017-03-24,BAX.N,95
2017-03-24,BBT.N,85
2017-03-24,BBW.N,8
2017-03-24,BBWI.N,52
2017-03-24,BBY.N,83
2017-03-24,BC.N,48
2017-03-24,BCC.N,55
2017-03-24,BCO.N,85
2017-03-24,BCPC.OQ,6
2017-03-24,BCRX.OQ,37
2017-03-24,BDC.N,61
2017-03-24,BDX.N,91
2017-03-24,BELFB.OQ,51
2017-03-24,BEN.N,46
2017-03-24,BFAM.N,27
2017-03-24,BFH.N,49
2017-03-24,BFb.N,5
2017-03-24,BG.N,94
2017-03-24,BGC.OQ,88
2017-03-24,BHE.N,83
2017-03-24,BIIB.OQ,97
2017-03-24,BIO.N,22
2017-03-24,BJRI.OQ,17
2017-03-24,BK.N,83
2017-03-24,BKD.N,89
2017-03-24,BKE.N,41
2017-03-24,BKH.N,13
2017-03-24,BKNG.OQ,29
2017-03-24,BKR.OQ,25
2017-03-24,BKU.N,78
2017-03-27,BALL.N,8
2017-03-27,BANC.N,52
2017-03-27,BANF.OQ,29
2017-03-27,BANR.OQ,32
2017-03-27,BATRK.OQ,4
2017-03-27,BAX.N,95
2017-03-27,BBT.N,85
