index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Free Cash Flow,Dividend yield,Currency
197,HWDN.L,Howden Joinery Group PLC,4224983908.0407,Consumer Cyclicals,2.1883498714,8.54024224268064,2418000000,162400000.0,2.80949326491341,GBp
198,ITV.L,ITV PLC,2875847177.70851,Consumer Cyclicals,0.4812633833,5.95363970933907,3511000000,90000000.0,6.63129973474801,GBp
199,PST.MI,Poste Italiane SpA,25894975398.9765,Industrials,10.688658554,20.431237120098,13588000000,,6.31472594089417,EUR
200,ENAG.MC,Enagas SA,4497548934.08265,Energy,8.7722746611,13.3607478242405,960401000,244093000.0,9.32963827304551,EUR
201,MRCG.DE,Merck KGaA,45673415978.85,Healthcare,65.7623152309,9.08352564388092,21102000000,2253000000.0,2.09424083769634,EUR
202,SHCS.L,Shaftesbury Capital PLC,2480476721.43478,Real Estate,2.1706098699,28.425226697581,238900000,321600000.0,3.16706254948535,GBp
203,MUVGn.DE,Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,68327372133.0,Financials,256.2556933613,6.806012807505,,3660000000.0,4.58891013384321,EUR
204,KESKOB.HE,Kesko Oyj,7570610623.09698,Consumer Non-Cyclicals,7.0279052326,9.01982274296496,12474700000,115700000.0,4.76442562202223,EUR
205,SGOB.PA,Compagnie de Saint Gobain SA,34255939653.9677,Consumer Cyclicals,49.6534938388,6.09871880470851,46483000000,2147000000.0,3.3275462962963,EUR
206,LMPL.L,LondonMetric Property PLC,4222001904.38966,Real Estate,2.007255969,17.6743215917207,396700000,169800000.0,6.95142378559464,GBp
207,BASFn.DE,BASF SE,46500404744.4,Basic Materials,37.2248924016,9.1228593278033,59657000000,-1071000000.0,4.31861804222649,EUR
208,BAYGn.DE,Bayer AG,37587545377.32,Healthcare,26.4113108446,7.48826456458046,45575000000,-2154000000.0,0.287506534239415,EUR
209,QLT.L,Quilter PLC,2415535880.3449,Financials,1.0843195266,0.059527182747174,1440000000,58000000.0,3.66492146596859,GBp
210,SAPG.DE,SAP SE,175135563313.92,Technology,38.2375643225,14.790670359243,36800000000,5155000000.0,1.75364758698092,EUR
211,AAF.L,Airtel Africa PLC,12871824244.2,Technology,0.6713344194,7.48566474788778,4977000000,71000000.0,1.45270041920537,GBp
212,LUNDb.ST,L E Lundbergforetagen AB (publ),79025842165.0064,Financials,515.2104342743,19.015654118524,28781000000,12810000000.0,0.945945945945946,SEK
213,PEO.WA,Bank Polska Kasa Opieki SA,56352316299.8,Financials,134.6744235904,6.33421615668553,,2000000000.0,8.55146716348393,PLN
214,STMMI.MI,STMicroelectronics NV,26016809760.2319,Technology,20.4558300153,9.26086810212702,13269000000,228000000.0,1.09840540825532,EUR
215,PUIGb.MC,Puig Brands SA,2994102531.64183,Consumer Cyclicals,6.9221826878,3.16779331378043,5042026000,440477000.0,2.20359649122807,EUR
216,SCHN.PA,Schneider Electric SE,132483828773.522,Industrials,43.0444728257,16.805914196897,40152000000,2255000000.0,1.83246073298429,EUR
217,DSV.CO,DSV A/S,360648968917.093,Industrials,497.9663849152,15.7590168953583,247331000000,12868000000.0,0.467445742904841,DKK
218,JD.L,JD Sports Fashion PLC,3345030502.64814,Consumer Cyclicals,0.5662790698,3.41159837971609,11458000000,743000000.0,1.30675688923213,GBp
219,GMAB.CO,Genmab A/S,108276959857.967,Healthcare,94.0771915666,15.2386131017794,3720000000,979000000.0,0.0,DKK
220,EMII.MI,BPER Banca SpA,21376513323.55,Financials,8.4429986169,4.80832115380743,,,6.07455131155085,EUR
221,FTKn.DE,flatexDEGIRO SE,3264388002.72,Financials,8.3324896431,17.8103450879768,559800000,156900000.0,1.01214574898785,EUR
222,ENI.MI,Eni SpA,72558033602.2262,Energy,15.8492261857,6.47070485399748,82151000000,-1929000000.0,4.38871473354232,EUR
223,HUBN.S,Huber+Suhner AG,3340514811.41564,Technology,36.4697609459,24.1964503286589,864129000,20180000.0,1.15340253748558,CHF
224,INDT.ST,Indutrade AB,75180547622.8,Industrials,46.9747998342,14.9819126185267,32229000000,2650000000.0,1.50778210116731,SEK
225,SKFb.ST,SKF AB,99589152780.1185,Industrials,117.6191372516,6.87044165474819,91583000000,970000000.0,3.55667737494263,SEK
226,VLLP.PA,Vallourec SA,4970757486.66,Energy,9.8547008547,6.055801813,3809000000,48000000.0,0.0,EUR
227,NDAFI.HE,Nordea Bank Abp,48753686333.67,Financials,9.3859293573,17.5955518431019,,2112000000.0,6.71798460461862,EUR
228,ROCKb.CO,Rockwool A/S,37921364243.5345,Basic Materials,13.3269802064,11.0718325305043,3877000000,-351000000.0,2.37468528267338,DKK
229,LISP.S,Chocoladefabriken Lindt & Spruengli AG,25878321330.5381,Consumer Non-Cyclicals,21563.696484511,21.1477450897073,5915800000,341200000.0,1.64684354986276,CHF
230,RS1R.L,RS Group PLC,2695542746.35176,Industrials,2.8807153025,9.09469452522295,2903500000,84000000.0,3.99646330680813,GBp
231,RUBF.PA,Rubis SCA,3473351812.96509,Energy,27.1863787697,6.79587098113243,6534460000,6719000.0,6.16071428571428,EUR
232,ENGIE.PA,Engie SA,68320267017.4694,Utilities,13.5656648827,8.45149829192495,71944000000,-1897000000.0,4.01416325009318,EUR
233,SGRO.L,SEGRO PLC,8699283359.12003,Real Estate,9.0743068392,26.3033762088992,726000000,134000000.0,4.86545682102628,GBp
234,EVDG.DE,CTS Eventim AG & Co KgaA,4696320000.0,Technology,11.2651042334,5.76288691566704,3079295000,-32214000.0,2.94358135731807,EUR
235,ALEP.WA,Allegro.eu SA,27675279295.6159,Consumer Cyclicals,9.7566797016,9.21277230122819,11458100000,1706300000.0,,PLN
236,GRLS.MC,Grifols SA,5442727953.83909,Healthcare,7.7456320902,9.08877115288384,7524000000,399000000.0,1.7186067827681,EUR
237,FRAG.DE,Fraport Frankfurt Airport Services Worldwide AG,6879671577.6,Industrials,56.0643764299,12.2064120019748,4432200000,-332000000.0,1.34408602150538,EUR
238,MKS.L,Marks and Spencer Group PLC,6730751110.8,Consumer Non-Cyclicals,1.454127306,7.10693681697133,13816800000,196300000.0,1.16564417177914,GBp
239,SABE.MC,Banco de Sabadell SA,15210383392.1647,Financials,2.7266340213,7.39761061162952,,-127730000.0,6.76149520344029,EUR
240,MICCT.AS,Magnum Ice Cream Company NV,7789168399.558,Consumer Non-Cyclicals,1.0238907794,8.64858760159707,7910000000,256000000.0,,EUR
241,CRDA.L,Croda International PLC,3980509619.94091,Basic Materials,15.6781362007,10.4035733997224,1699400000,-37400000.0,3.91534391534391,GBp
242,DLG.MI,De' Longhi SpA,4406547592.45639,Consumer Cyclicals,,7.09012297789032,3801500000,,2.92297111416781,EUR
243,CAST.ST,Castellum AB,51542744095.884,Real Estate,159.0946490353,17.4994798875214,9593000000,,0.0,SEK
244,VSURE.ST,Verisure PLC,8925690255.74961,Industrials,8.4766149975,11.3835108104966,3745400000,-150700000.0,,EUR
245,SALM.OL,SalMar ASA,74807547515.8131,Consumer Non-Cyclicals,132.4787600974,23.4882010093109,27394000000,-1909000000.0,1.81983621474067,NOK
246,CARR.PA,Carrefour SA,11309087020.4278,Consumer Non-Cyclicals,16.0783116906,6.29957085447798,84025000000,1049000000.0,6.32539941310727,EUR
247,DHLn.DE,Deutsche Post AG,50795500000.0,Industrials,19.6016398601,6.53367851906159,82855000000,3648000000.0,4.30156214625311,EUR
248,BAER.S,Julius Baer Gruppe AG,11866451013.2203,Financials,35.1716140424,16.8816400062444,,225600000.0,4.53119553851516,CHF
249,STAN.L,Standard Chartered PLC,34308793810.9,Financials,23.1980282898,5.68542807390384,,3429000000.0,2.97355572749035,GBp
250,NESN.S,Nestle SA,196768832400.0,Consumer Non-Cyclicals,12.7516517684,14.1159777676848,89490000000,-1016000000.0,4.0591855440618,CHF
251,SPMI.MI,Saipem SpA,7425393771.68635,Energy,,4.16363299333677,15502000000,,4.57604306864065,EUR
252,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,227176374217.991,Consumer Cyclicals,135.5811664031,10.5394051219663,80807000000,6443000000.0,2.85244103126714,EUR
253,DNB.OL,DNB Bank ASA,429471966413.465,Financials,200.205666129,18.8104400377681,,18679000000.0,6.21761658031088,NOK
254,VOES.VI,voestalpine AG,6813386668.88692,Basic Materials,42.1392468572,7.32098205141431,15743700000,-286700000.0,1.5748031496063,EUR
255,MNG.L,M&G PLC,6609521113.68029,Financials,1.3044925125,3.42513155213999,,-174000000.0,7.51466275659824,GBp
256,BAMI.MI,Banco BPM SpA,17717480760.6496,Financials,10.2769387641,13.3294008931869,,322915000.0,8.56531049250535,EUR
257,HAGG.DE,Hensoldt AG,7750050000.0,Industrials,8.5431034483,18.4749452954048,2455000000,-8000000.0,0.819672131147541,EUR
258,A2.MI,A2A SpA,7449175752.8787,Utilities,1.7380033909,5.94109125399458,12570000000,264000000.0,4.38079191238416,EUR
259,TPE.WA,Tauron Polska Energia SA,15564217289.2623,Utilities,10.1069904797,3.6477101218696,35399000000,-1973000000.0,,PLN
260,CARLb.CO,Carlsberg A/S,108053102460.033,Consumer Non-Cyclicals,210.3733968903,9.42390382030829,89095000000,3346000000.0,3.64047200602561,DKK
261,AIXGn.DE,Aixtron SE,3840489662.0,Technology,8.0703910934,30.9410836018082,556552000,57308000.0,0.443131462333826,EUR
262,VATN.S,Valiant Holding AG,2739573048.46467,Financials,175.0157986786,37.0480724958802,,,3.47222222222222,CHF
263,MRL.MC,MERLIN Properties SOCIMI SA,8636600000.0,Real Estate,14.3493927514,33.079997222875,538963000,657278000.0,3.01507537688442,EUR
264,ERICb.ST,Telefonaktiebolaget LM Ericsson,358416086451.455,Technology,32.8637863786,8.12703278670618,236681000000,24356000000.0,2.83018867924528,SEK
265,AD.AS,Koninklijke Ahold Delhaize NV,35184985839.92,Consumer Non-Cyclicals,15.7547169811,6.84755145967195,92352000000,2159000000.0,3.11636089469716,EUR
266,TE.PA,Technip Energies NV,6199443850.85027,Energy,12.6894000617,8.40985088502967,7203800000,250600000.0,2.88184438040346,EUR
267,SFSN.S,SFS Group AG,4537796995.22253,Industrials,41.196921232,10.0790398628376,3045400000,161600000.0,2.15146299483649,CHF
268,ABBN.S,Abb Ltd,116423795740.56,Industrials,8.8051450465,20.5928835914839,33220000000,2554000000.0,1.48875514729173,CHF
269,DBKGn.DE,Deutsche Bank AG,47602075211.955,Financials,40.2358659504,4.95162014798365,,7541000000.0,4.01364639775236,EUR
270,BNRGn.DE,Brenntag SE,8128896443.6,Basic Materials,29.8760387812,8.09006886218973,15171500000,96200000.0,3.37477797513322,EUR
271,BZU.MI,Buzzi SpA,8280474211.28485,Basic Materials,,6.14318750064779,4519000000,,1.6309412861137,EUR
272,ABVX.PA,Abivax SA,7061734934.4,Healthcare,,,0,,,EUR
273,NESTE.HE,Neste Oyj,20747325208.6724,Energy,9.5203783347,15.0510571131571,19016000000,2000000.0,0.742666171555886,EUR
274,TSCO.L,Tesco PLC,29508239886.414,Consumer Non-Cyclicals,1.7068032187,8.10536737355429,69916000000,975000000.0,3.10052219321149,GBp
275,DKSH.S,DKSH Holding AG,3891669141.24692,Industrials,27.0235787997,9.03163971056063,11070600000,141800000.0,4.19463087248322,CHF
276,ITX.MC,Industria de Diseno Textil SA,154516105503.734,Consumer Cyclicals,6.5450581491,13.2671612233722,39864000000,1414000000.0,3.53535353535354,EUR
277,ADML.L,Admiral Group PLC,9424645069.99751,Financials,4.7885341134,10.5384911382958,,30600000.0,5.18627450980392,GBp
278,MOBN.S,Mobimo Holding AG,2808348881.15445,Real Estate,287.6793100293,30.446507588778,353798000,121707000.0,2.72969374167776,CHF
279,PGHN.S,Partners Group Holding AG,22016820000.0,Financials,84.3676457485,15.0093878057867,2461200000,217300000.0,5.57846228474412,CHF
280,RENA.PA,Renault SA,8365983414.36,Consumer Cyclicals,76.0516497183,7.59690404172334,57922000000,-10222000000.0,7.77659950512549,EUR
281,VACN.S,VAT Group AG,14778373774.2017,Industrials,26.4619003136,46.1690516666979,1073516000,6976000.0,1.4265335235378,CHF
282,ERST.VI,Erste Group Bank AG,37418386101.6,Financials,64.2598661363,6.89717686087536,,2873000000.0,0.822819528250137,EUR
283,CTEC.L,ConvaTec Group PLC,4273306535.394,Healthcare,0.7497003088,13.2136082710781,2439000000,74000000.0,2.45745654162855,GBp
284,PERP.PA,Pernod Ricard SA,16347402060.583,Consumer Non-Cyclicals,60.4814317194,9.66725314653026,10959000000,198000000.0,7.26429675425039,EUR
285,AMBUb.CO,Ambu A/S,15921768493.1868,Healthcare,22.6474429217,14.5000160662823,6037000000,493000000.0,0.606060606060606,DKK
286,UNPI.MI,Unipol Assicurazioni SpA,13804271005.5548,Financials,14.4923291492,2.6150331342661,,724000000.0,5.8302967204581,EUR
287,BARC.L,Barclays PLC,52875656182.8019,Financials,5.5119047619,4.34093715376329,,4859000000.0,2.25013082155939,GBp
288,FER.MC,Ferrovial SE,39940006310.1239,Industrials,8.2202149389,33.7930656372821,9627000000,1086000000.0,1.59047380058544,EUR
289,INVEb.ST,Investor AB,1060793871226.83,Financials,311.3528778035,45.5022425562628,84776000000,143446000000.0,1.62107396149949,SEK
290,TLXGn.DE,Talanx AG,26597586073.0,Financials,52.1552595625,5.68579549715953,,2823000000.0,3.49514563106796,EUR
291,PRY.MI,Prysmian SpA,27923444300.0733,Industrials,22.5877919858,13.6346621302403,19650000000,904000000.0,0.956836062088029,EUR
292,SOON.S,Sonova Holding AG,10370606248.9453,Healthcare,44.7085487859,11.4163463460409,3865400000,401600000.0,2.53968253968254,CHF
293,BT.L,BT Group PLC,20466238306.4552,Technology,1.3199713672,5.16118960215228,20370000000,212000000.0,4.0205680705191,GBp
294,FPE3_p.DE,Fuchs Se,4261430000.0,Basic Materials,15.0839694656,7.8500572519084,3563000000,160000000.0,3.47850678733032,EUR
295,EUFI.PA,Eurofins Scientific SE,11326405876.6694,Healthcare,25.2686318131,10.1061819555814,7296100000,480500000.0,0.966494845360825,EUR
296,AKE.PA,Arkema SA,4426740364.2,Basic Materials,90.6166180787,5.60203718059343,9068000000,-42000000.0,6.18556701030928,EUR
297,AZN.L,AstraZeneca PLC,221819258578.16,Healthcare,31.3980645161,16.109778462003,58739000000,4847000000.0,1.65151727031185,GBp
298,CNA.L,Centrica PLC,9348886724.9528,Utilities,0.644723093,7.59961689369224,22365000000,-414000000.0,2.72412085190689,GBp
299,RXL.PA,Rexel SA,9712344817.97344,Industrials,18.2781124838,8.75144264161739,19414600000,526000000.0,3.66412213740458,EUR
300,ASML.AS,ASML Holding NV,445670006833.586,Technology,62.2522522523,32.2976565476256,32667300000,6172100000.0,0.654221912072575,EUR
301,COLOb.CO,Coloplast A/S,90553476694.3347,Healthcare,71.5261756877,12.5994734523023,27874000000,-1296000000.0,5.3475935828877,DKK
302,ESLX.PA,Essilorluxottica SA,90390281774.2235,Healthcare,84.7220053345,15.7513581463383,28491000000,3461000000.0,2.05338809034908,EUR
303,GSK.L,GSK plc,83211604254.87,Healthcare,4.0427055048,7.69456246086547,32667000000,3054000000.0,3.22108345534407,GBp
304,PUBP.PA,Publicis Groupe SA,17462952201.2742,Consumer Cyclicals,41.599062052,5.8980066005,17399000000,1274000000.0,5.25087514585764,EUR
305,REL.L,Relx PLC,43230663316.1543,Technology,1.2897950283,13.2991985526931,9590000000,1124000000.0,2.82072712076891,GBp
306,ELE.MC,Endesa SA,37008370287.7275,Utilities,8.1296953713,8.65062057390908,10535000000,1061000000.0,4.53868194842407,EUR
307,ORAN.PA,Orange SA,46091115875.0804,Technology,11.18718945,6.30758106400982,40396000000,216000000.0,4.33526011560694,EUR
308,AZMT.MI,Azimut Holding SpA,4631417888.01,Financials,13.6591097307,5.94678783879517,1469607000,195405000.0,6.18620476337767,EUR
309,SUNB.L,Sunbelt Rentals Holdings Inc,20317273202.9441,Financials,18.6356033453,7.39559150235547,10791000000,1097000000.0,,GBp
310,RBIV.VI,Raiffeisen Bank International AG,12032611336.18,Financials,64.262195122,-1.60701034454286,,1100000000.0,4.37397484964461,EUR
311,SB1NO.OL,Sparebank 1 Sor-Norge ASA,75579094794.5808,Financials,148.0581295958,31.974795964995,,3532000000.0,5.98503740648379,NOK
312,ACKB.BR,Ackermans & Van Haaren NV,8647812699.14246,Industrials,174.4912706618,15.9727956385862,5961612000,721294000.0,1.76651305683564,EUR
313,SIGNC.S,SIG Group AG,4510796289.6,Basic Materials,6.9529010545,9.66105930544801,3248700000,-234400000.0,0.0,CHF
314,KBCA.BR,Kbc Ancora NV,5322146871.1325,Financials,45.8204077451,17.0479090302552,322919400,,5.08695652173913,EUR
315,SDZ.S,Sandoz Group AG,26620000000.0,Healthcare,21.7222222222,15.3742300318251,11157000000,339000000.0,1.32231404958678,CHF
316,SRG.MI,Snam SpA,21482616750.6968,Energy,,13.3721754550865,3885000000,,4.73362582262614,EUR
317,AV.L,Aviva PLC,18123266338.686,Financials,3.7429071804,3.2500070395028,,-193000000.0,6.62285136501517,GBp
318,ZAB.WA,Zabka Group SA,21664545370.059,Consumer Non-Cyclicals,2.5240214982,7.72168424185014,27152564000,1323784000.0,,PLN
319,DIOR.PA,Christian Dior SE,78426905551.68,Consumer Cyclicals,135.9510068645,6.20165668910445,80807000000,7721000000.0,3.2964499769479,EUR
320,QQ.L,QinetiQ Group PLC,2353487602.3437,Industrials,1.11199858,8.45384180631825,1931600000,-238400000.0,2.03005832211754,GBp
321,INCH.L,Inchcape PLC,2825847992.03299,Consumer Cyclicals,3.3512883651,5.04371740417868,9100000000,254000000.0,4.1015873015873,GBp
322,AKZO.AS,Akzo Nobel NV,8408407184.77304,Basic Materials,27.2480281148,7.88844912723784,10158000000,359000000.0,4.03422982885086,EUR
323,WIHL.ST,Wihlborgs Fastigheter AB,25301805924.2146,Real Estate,79.0789358124,19.3542403722565,4354000000,,4.02439024390244,SEK
324,NEKG.DE,Nemetschek SE,7149450000.0,Technology,8.0457512485,19.7555363354431,1191232000,217486000.0,1.09854604200323,EUR
325,ESSITYb.ST,Essity AB (publ),167382456969.512,Consumer Non-Cyclicals,124.2743105951,7.61674278372275,138494000000,6994000000.0,3.62619146290924,SEK
326,ACLN.S,Accelleron Industries AG,6685875000.0,Industrials,5.0822910566,23.9507657095008,1263084000,80846000.0,1.76678445229682,CHF
327,SAND.ST,Sandvik AB,432386827658.1,Basic Materials,74.2721937267,15.7385974279652,120680000000,11029000000.0,1.74064403829417,SEK
328,METSO.HE,Metso Oyj,12001580164.9251,Industrials,3.2162499154,13.5559257134696,5240000000,206000000.0,2.76720857834659,EUR
329,GBFG.DE,Bilfinger Se,3692945730.4,Industrials,35.8265764487,8.17759395235871,5427000000,158400000.0,2.85132382892057,EUR
330,ZALG.DE,Zalando SE,5317983197.01,Technology,10.8517665131,5.3421682127158,12346100000,395100000.0,0.0,EUR
331,ANDR.VI,Andritz AG,6499772724.75795,Industrials,25.077502237,7.32256497449601,7883100000,243600000.0,4.32692307692308,EUR
332,PHG.AS,Koninklijke Philips NV,22644805842.7338,Healthcare,11.5561581884,8.97674933442389,17834000000,931000000.0,3.62010221465077,EUR
333,DAST.PA,Dassault Systemes SE,22309794780.4692,Technology,6.6751442454,11.4851264511679,6235800000,1225200000.0,1.6260162601626,EUR
334,LAND.L,Land Securities Group PLC,3985495968.59485,Real Estate,8.7671601615,18.5728173230323,842000000,95000000.0,7.66917293233083,GBp
335,INF.L,Informa PLC,9577529036.23255,Industrials,4.3447088562,10.8082578177362,4041400000,-77300000.0,2.94748124330118,GBp
336,TENR.MI,Tenaris SA,27239391171.3,Energy,16.4402668857,10.0335059846187,11981157000,1071905000.0,2.97532963643611,EUR
337,III.L,3i Group PLC,23803812732.18,Financials,25.4925404617,3.81355394990408,5155000000,4409000000.0,3.40077486009471,GBp
338,RMV.L,Rightmove PLC,3151471014.85049,Technology,0.106550887,10.46061099631,425129000,136651000.0,2.5756475429678,GBp
339,CCH.L,Coca Cola HBC AG,15420808340.7,Consumer Non-Cyclicals,10.5853524229,10.8052784627454,11604500000,239100000.0,2.04715092784793,GBp
340,PSHG_p.DE,Porsche Automobil Holding SE,4742281250.0,Consumer Cyclicals,123.4840816327,3.35504479522185,2981000000,2068000000.0,4.87568614788505,EUR
341,HSX.L,Hiscox Ltd,4893303221.6,Financials,11.8060208672,7.55093663242693,,479700000.0,2.45192617721143,GBp
342,YAR.OL,Yara International ASA,137297112953.0,Basic Materials,34.2446890798,6.24602012803514,15623000000,1382000000.0,4.08163265306122,NOK
343,ACCP.PA,Accor SA,9504091537.87262,Consumer Cyclicals,17.899559203,10.6926806549,5639000000,305000000.0,3.33910462527826,EUR
344,ADDTb.ST,Addtech AB,80561735824.3723,Industrials,24.5599991105,24.3042858508822,21796000000,1887000000.0,1.03626943005181,SEK
345,BOL.ST,Boliden AB,133421593667.876,Basic Materials,271.6753527647,6.84599628418875,93509000000,2694000000.0,2.35193500106906,SEK
346,HSBA.L,HSBC Holdings PLC,206102878344.0,Financials,11.3745911517,11.3030341910386,,9904000000.0,4.66541140594158,GBp
347,HOCM.L,Hochschild Mining PLC,2945274523.2,Basic Materials,1.4026140132,7.91164374034947,1182148000,194378000.0,0.781666539134433,GBp
348,CBKG.DE,Commerzbank AG,34456283719.2,Financials,30.0475135134,-1.05950462012309,,1988000000.0,3.59947643979058,EUR
349,AMV0n.DE,Aumovio Se,3357711257.96,Consumer Cyclicals,87.4753962954,2.94938733233017,19648000000,-101000000.0,,EUR
350,KGH.WA,KGHM Polska Miedz SA,52129643560.6163,Basic Materials,164.14,7.93151438692331,36366000000,978000000.0,0.0,PLN
351,BCU.MI,Brunello Cucinelli SpA,4888691238.35869,Consumer Cyclicals,8.0325598036,14.4215938411706,1407951000,112134000.0,1.44887155196433,EUR
352,MAP.MC,Mapfre SA,11517077175.6617,Financials,3.0712164235,2.07328699801415,,761400000.0,4.43390465988216,EUR
353,DLN.L,Derwent London PLC,1701207574.35,Real Estate,32.2101549345,19.2009149060756,406300000,-88000000.0,5.37953795379538,GBp
354,IG.MI,Italgas SpA,9955329367.47245,Utilities,4.0329429777,10.40579566059,3508303000,-17879000.0,4.41717791411043,EUR
355,SOGN.PA,Societe Generale SA,46890758633.3069,Financials,90.3620157887,-1.88400480587232,,6690000000.0,2.58509955041747,EUR
356,LOTB.BR,Lotus Bakeries NV,7821485733.64869,Consumer Non-Cyclicals,1058.2061256648,29.0576960690809,1335061000,,0.940438871473354,EUR
357,UCB.BR,Ucb SA,49092259586.2971,Healthcare,57.1589372972,18.9062212018634,7741000000,1472000000.0,0.575396825396825,EUR
358,G1AG.DE,GEA Group AG,9694839091.2,Industrials,15.0398957695,10.375434270335,5495356000,183436000.0,2.18303946263644,EUR
359,GLEN.L,Glencore PLC,63183154329.656,Basic Materials,3.2574242827,11.9726385920255,247535000000,-232000000.0,2.34045194182066,GBp
360,LOOMIS.ST,Loomis AB,28972160858.4492,Industrials,176.7452135493,5.03550218340611,30427000000,2403000000.0,4.74608448030375,SEK
361,BMED.MI,Banca Mediolanum SpA,12617241868.1706,Financials,6.0798761482,7.84133362478959,,,7.39644970414201,EUR
362,UHR.S,Swatch Group AG,8966059943.2864,Consumer Cyclicals,222.7374453223,14.0986737334882,6280000000,-237000000.0,2.63774912075029,CHF
363,MICP.PA,Compagnie Generale des Etablissements Michelin SCA,19971583593.8298,Consumer Cyclicals,,4.85032056555259,25992000000,,4.75862068965517,EUR
364,ATCOa.ST,Atlas Copco AB,762950749290.382,Industrials,22.6350298729,17.5223512777675,168343000000,15110000000.0,2.80898876404494,SEK
365,NEXS.PA,Nexans SA,4994721991.95685,Industrials,45.7961120363,7.65153092307691,7810000000,-30000000.0,2.54385964912281,EUR
366,SJP.L,St James's Place PLC,6137364174.07898,Financials,2.7823142051,4.67995379363849,,462200000.0,1.54307758251179,GBp
367,BLND.L,British Land Company PLC,3450577501.04904,Real Estate,5.9355509356,21.2175031353333,454000000,,6.66666666666667,GBp
368,UPM.HE,UPM-Kymmene Oyj,13684494703.3756,Basic Materials,18.923326661,12.8058029437222,9656000000,-188000000.0,5.79374275782155,EUR
369,TELIA.ST,Telia Company AB,187068087612.287,Technology,12.9877495174,8.17438672656915,80982000000,1136000000.0,4.32489451476793,SEK
370,NIBEb.ST,Nibe Industrier AB,65585155003.7494,Industrials,15.0243060684,13.1415655287926,40841000000,4418000000.0,0.954979536152797,SEK
371,SAGAb.ST,Sagax AB,61195407923.181,Real Estate,91.719388853,23.2458665233038,5378000000,,2.22088835534214,SEK
372,AAL.L,Anglo American PLC,36060118825.92,Basic Materials,15.8560545817,9.99021165000125,18546000000,-2297000000.0,0.563217476315052,GBp
373,BNZL.L,Bunzl plc,7054650897.56237,Industrials,8.5921133703,8.05761523296949,11845400000,550800000.0,3.42421441774492,GBp
374,BNPP.PA,BNP Paribas SA,89457786640.4253,Financials,112.115840917,4.29507683472658,,12625000000.0,6.36408485446473,EUR
375,ALCC.S,Alcon AG,29512282000.0,Healthcare,44.6755879968,14.3843557219042,10401000000,1441000000.0,0.474094141550965,CHF
376,AMUN.PA,Amundi SA,15017470265.9587,Financials,,8.38887321233026,3342000000,,5.84996558843771,EUR
377,SAF.PA,Safran SA,116649711093.332,Industrials,35.5099317371,18.9296380440361,31189000000,5962000000.0,1.20330459770115,EUR
378,ENEI.MI,Enel SpA,93130211884.4437,Utilities,2.9601230778,7.86109890186389,78057000000,-330000000.0,5.35753334791166,EUR
379,SHLG.DE,Siemens Healthineers AG,40337280000.0,Healthcare,16.109616834,10.7240400736046,23375000000,1682000000.0,2.79642058165548,EUR
380,GL9.I,Glanbia PLC,4086480960.53,Consumer Non-Cyclicals,7.6920190912,10.3334486002829,3946400000,129500000.0,2.78157842553837,EUR
381,BMPS.MI,Banca Monte dei Paschi di Siena SpA,22814728204.9962,Financials,15.8247648733,25.7953222847084,,1693707000.0,11.4712551687342,EUR
382,MWDP.PA,Wendel SE,3227522520.21886,Financials,82.8265377537,5.7981509828428,7567900000,146700000.0,5.11627906976744,EUR
383,ADSGn.DE,Adidas AG,23769000000.0,Consumer Cyclicals,32.3478115552,8.67165109034268,24811000000,1664000000.0,2.12040893600909,EUR
384,UBSG.S,UBS Group AG,98175670757.32,Financials,28.6241044735,6.59163225773578,,6048000000.0,3.74404356705242,CHF
385,ELI.BR,Elia Group SA,13830237603.1189,Utilities,80.6143393862,14.8386344526699,4442200000,-3796700000.0,1.61927330173776,EUR
386,HNRGn.DE,Hannover Rueck SE,31089941145.2,Financials,107.1893682155,10.0300599096844,,1688200000.0,4.84871993793638,EUR
387,HIAB.HE,Hiab Oyj,2241693574.87274,Industrials,15.6929770044,7.99560726650905,1556300000,1300000.0,2.88461538461539,EUR
388,LIGHT.AS,Signify NV,2241839638.27501,Consumer Cyclicals,21.7158176944,4.8429027379087,5765000000,150000000.0,8.59802847754655,EUR
389,DGE.L,Diageo PLC,31398304131.2193,Consumer Non-Cyclicals,4.9909990999,11.7547061750076,20245000000,-498000000.0,4.40323122569664,GBp
390,SFZN.S,Siegfried Holding AG,3323739685.69273,Healthcare,25.7797989031,11.8723377536669,1327834000,15036000.0,0.546448087431694,CHF
391,PKO.WA,Powszechna Kasa Oszczednosci Bank Polski SA,107750000000.0,Financials,46.8112,6.34366121683194,,3716000000.0,6.35730858468677,PLN
392,RACE.MI,Ferrari NV,53968909771.7,Consumer Cyclicals,21.933434386,20.0751071721708,7145768000,788560000.0,1.29895795903701,EUR
393,LEGn.DE,LEG Immobilien SE,4092158820.0,Real Estate,115.8874079698,20.7024416921197,1377300000,1341000000.0,5.39242843951985,EUR
394,PRU.L,Prudential PLC,26191185867.84,Financials,7.7972868217,9.22614264866341,,4022000000.0,1.92904146985077,GBp
