index,Instrument,Company Common Name,Company Market Cap,TRBC Economic Sector Name,Book Value Per Share,Enterprise Value To EBITDA (Daily Time Series Ratio),Revenue,Net Income Incl Extra Before Distributions,Free Cash Flow,Dividend yield
47,FTRE.OQ,Fortrea Holdings Inc,904596000.0,Healthcare,15.2223463687,157.016198347108,2696400000,-328500000,-211700000.0,
48,DRS.OQ,Leonardo DRS Inc,10143599024.25,Industrials,9.6966249526,23.3057185909611,3234000000,213000000,219000000.0,0.944138473642801
49,STOK.OQ,Stoke Therapeutics Inc,1822608256.5,Healthcare,4.2404323141,54.1237754495137,36555000,-88981000,-86984000.0,
0,TIGO.OQ,Millicom International Cellular SA,10976198400.0,Technology,21.1776105725,6.568642846553,5804000000,253000000,830000000.0,4.56551514229189
1,CCBG.OQ,Capital City Bank Group Inc,730887086.5,Financials,32.4157725007,10.7081669502968,,61557000,,2.42877160205511
2,ARQT.OQ,Arcutis Biotherapeutics Inc,3167648085.12,Healthcare,1.3024478076,,196542000,-140039000,-142583000.0,
3,APLD.OQ,Applied Digital Corp,9863787835.44,Technology,3.1498135262,570.753067305121,144193000,-231065000,-747223000.0,
4,SLDB.OQ,Solid Biosciences Inc,482264379.41,Healthcare,3.362497057,,,-124697000,-122410000.0,
5,CABO.N,Cable One Inc,640043403.66,Technology,319.4984888133,4.83439327918007,1579542000,14480000,206878000.0,0.0
6,CNXN.OQ,PC Connection Inc,1609604220.0,Technology,35.6759829093,10.2775556201087,2872746000,83722000,72738000.0,1.25352554058289
7,SABR.OQ,Sabre Corp,375338082.242,Technology,-4.2192748604,8.32915792870434,3029565000,-278759000,-233347000.0,
8,HBB.N,Hamilton Beach Brands Holding Co,256360908.64,Consumer Cyclicals,11.892688172,7.315050935674,654693000,30759000,26146000.0,2.51704247509177
9,BRSP.N,Brightspire Capital Inc,743369683.17,Real Estate,8.2251237828,14.5586953717539,359033000,-131979000,-196937000.0,11.1692844677138
10,BLD.N,TopBuild Corp,15464672535.9,Industrials,72.4368493899,16.9929640525957,5329803000,622602000,693744000.0,
11,BJRI.OQ,BJ's Restaurants Inc,856804021.74,Consumer Cyclicals,15.9958931351,7.57720618224007,1357302000,16687000,12519000.0,
12,UHT.N,Universal Health Realty Income Trust,599340297.6,Real Estate,13.0083321258,15.1068866666667,99011000,19234000,-2811000.0,6.85185185185185
13,HASI.N,HA Sustainable Infrastructure Capital Inc,5067486491.2,Financials,,,114139000,184547000,,4.28211586901763
14,BLSH.N,Bullish,4638410038.47,Technology,25.2731457921,,244811387000,-764681000,,
15,CNX.N,CNX Resources Corp,5780147702.0,Energy,30.6602895573,6.0804053759358,1959077000,633162000,712288000.0,
16,MNST.OQ,Monster Beverage Corp,79607688679.68,Consumer Non-Cyclicals,5.9306387037,30.818481032079,7492709000,1509048000,1325374000.0,
17,WOR.N,Worthington Enterprises Inc,2920770949.95,Industrials,18.9733171374,24.3685158070942,1153762000,96053000,58749000.0,1.28922815945717
18,CZR.OQ,Caesars Entertainment Inc,3702518086.02,Consumer Cyclicals,19.3348837209,8.02515610405864,11245000000,-278000000,-198000000.0,
19,MANH.OQ,Manhattan Associates Inc,8405588116.6,Technology,5.2050501877,27.9423260587987,1081392000,219948000,210808000.0,
20,LILAK.OQ,Liberty Latin America Ltd,1561719898.0,Technology,5.6502016129,6.12379035973928,4456900000,-657000000,-198700000.0,
21,EVI.A,EVI Industries Inc,269333400.06,Industrials,11.2672373174,14.8564583648319,389830000,7498000,4744000.0,
22,SWKS.OQ,Skyworks Solutions Inc,9338201305.2,Technology,37.2869170984,9.5263800534086,4086900000,477100000,282600000.0,4.57326892109501
23,NTB.N,Bank of NT Butterfield & Son Ltd,2296193012.46,Financials,,2.18701190155349,,,,3.79218809252939
24,WAY.OQ,Waystar Holding Corp,4287404625.03,Technology,20.5434329021,12.8966812175418,943549000,-19125000,140194000.0,
25,EPAM.N,Epam Systems Inc,9190714356.66,Technology,63.3502827817,11.6937339673721,4727940000,454533000,511946000.0,
26,ZBH.N,Zimmer Biomet Holdings Inc,19114610979.75,Healthcare,64.1707070707,10.5011734036399,8231500000,705200000,1031200000.0,0.995334370139969
27,CLW.N,Clearwater Paper Corp,282114347.83,Basic Materials,50.9266432275,4.977104414578,1383600000,196300000,-120800000.0,
28,CRDF.OQ,Cardiff Oncology Inc,107776902.4,Healthcare,1.7407974816,,683000,-45431000,-45131000.0,
29,NPWR.N,NET Power Inc,473162628.27,Utilities,8.932328893,,250000,-49191000,-153084000.0,
30,OUT.N,OUTFRONT Media Inc,4187553257.2,Real Estate,4.7486102532,15.1969668379938,1830900000,258200000,94800000.0,4.79233226837061
31,MRBK.OQ,Meridian Corp,239949540.0,Financials,17.4943492848,14.2159915445523,,21836000,,2.7599802858551
32,TECH.OQ,Bio-Techne Corp,9376245789.56,Healthcare,12.1812837653,24.7716551566394,1219635000,73400000,102646000.0,0.533956282329384
33,VVV.N,Valvoline Inc,4905478775.78,Consumer Non-Cyclicals,2.6465989054,13.5030718233901,1710300000,210700000,75000000.0,
34,PROP.OQ,Prairie Operating Co,104381567.5,Energy,3.4146309897,8.66396580086401,7939000,-40912000,-40155000.0,
35,SMR.N,Nuscale Power Corp,4331988754.11,Utilities,6.6348081772,,37045000,-136623000,-346589000.0,
36,UFCS.OQ,United Fire Group Inc,1003780260.0,Financials,,1.8994343397486,,118191000,,2.03407068395627
37,PRM.N,Perimeter Solutions Inc,3878559833.52,Basic Materials,7.9420951149,41.704747457085,560968000,-5905000,45376000.0,
38,LBTYA.OQ,Liberty Global Ltd,3699265242.52,Technology,33.7192187276,70.0905041939948,4341900000,1588000000,1962600000.0,
39,AVA.N,Avista Corp,3505494645.36,Utilities,32.9120355668,10.4512696487837,1902000000,180000000,-229000000.0,4.57288765088208
40,ROST.OQ,Ross Stores Inc,63569866149.12,Consumer Cyclicals,16.7660144921,19.5846542545076,21129219000,2090730000,1328705000.0,0.824259692683423
41,LLYVK.OQ,Liberty Live Holdings Inc,8264863441.9,Consumer Cyclicals,-2.2296293892,,340493000,-112764000,-86637000.0,
42,GOSS.OQ,Gossamer Bio Inc,530034805.63,Healthcare,0.130364046,,114701000,-56528000,-55695000.0,
43,CAG.N,Conagra Brands Inc,9452580826.0,Consumer Non-Cyclicals,18.6759356053,9.30238751625062,11612800000,1152400000,484200000.0,7.08502024291498
44,OHI.N,Omega Healthcare Investors Inc,14010018000.0,Real Estate,17.7655907121,17.3011715432646,1190099000,590185000,-562073000.0,5.65400843881857
45,FC.N,Franklin Covey Co,205173323.52,Academic & Educational Services,5.1760655991,10.3959913690016,267067000,3068000,-4288000.0,
46,HSHP.N,Himalaya Shipping Ltd,566021312.513188,Industrials,3.5165162089,12.5670199838978,131900000,17700000,20000000.0,6.2396006655574
47,TDOC.N,Teladoc Health Inc,824675826.0,Healthcare,8.7420452922,6.06345471297031,2569574000,-1001245000,-751732000.0,
48,ALMU.OQ,Aeluma Inc,260451485.58,Technology,1.3591680051,,4665000,-3022000,-2768000.0,
49,PAHC.OQ,Phibro Animal Health Corp,2118344258.16,Healthcare,7.0512649636,11.6676319695263,1296215000,48264000,36127000.0,0.918484500574053
0,NESR.OQ,National Energy Services Reunited Corp,2099200719.97,Energy,9.5130190852,9.19516092233143,1301704000,76310000,113989000.0,
1,CLDT.N,Chatham Lodging Trust,363384840.0,Real Estate,15.5051839431,8.30715926659719,317209000,4166000,-39839000.0,4.8064085447263
2,FOR.N,Forestar Group Inc,1542538944.8,Industrials,34.7328094303,9.69894543496121,1662400000,167900000,167000000.0,
3,PNTG.OQ,Pennant Group Inc,1105961228.4,Healthcare,9.4028085025,21.3510070764607,695240000,22559000,10086000.0,
4,BBIO.OQ,BridgeBio Pharma Inc,14501338178.25,Healthcare,-7.8887391471,,221902000,-535762000,-546180000.0,
5,AFL.N,Aflac Inc,59602667900.0,Financials,55.3402704148,9.8323253581662,,3646000000,,2.12340092246106
6,BSX.N,Boston Scientific Corp,110826070251.84,Healthcare,,21.1365262496675,20074000000,2898000000,,
7,MCB.N,Metropolitan Bank Holding Corp,940359990.57,Financials,70.1405714793,8.19959330078676,,71098000,,0.858277008904624
8,VRSN.OQ,"VeriSign, Inc",20085051000.0,Technology,-23.0395721925,18.4800824509634,1656600000,825700000,618900000.0,1.47924941788796
9,FOXF.OQ,Fox Factory Holding Corp,807184203.67,Consumer Cyclicals,28.8184544517,8.63693782468926,1393921000,6550000,46038000.0,
10,SRBK.OQ,SR Bancorp Inc,144710108.4,Financials,22.981662583,41.7390337599734,47858000,5136000,6602000.0,1.16550116550117
11,FRST.OQ,Primis Financial Corp,344253666.9,Financials,17.1432486216,3.69549887892114,,61443000,,2.86944045911047
12,DNTH.OQ,Dianthus Therapeutics Inc,2032323111.0,Healthcare,10.5804942989,,6235000,-84969000,-84978000.0,
13,AFRM.OQ,Affirm Holdings Inc,16592241526.31,Technology,9.5059353381,25.864678804139,3224412000,52185000,84996000.0,
14,LUMN.N,Lumen Technologies Inc,8605150978.6,Technology,-1.1231232681,9.18004068130499,12402000000,-1739000000,-3357000000.0,
15,MFA.N,MFA Financial Inc,1010715502.67,Real Estate,17.7969832543,79.929423419216,806257000,119251000,-87170000.0,14.5601617795753
16,FLD.OQ,Fold Holdings Inc,72461463.0,Technology,2.8672314724,,,-1868530,-1868530.0,
17,CXM.N,Sprinklr Inc,1354306886.64,Technology,2.3519084233,11.9591726143603,796394000,121609000,121973000.0,
18,AORT.N,Artivion Inc,1751053800.0,Healthcare,,41.9211319920407,441330000,,,
19,WMK.N,Weis Markets Inc,1842977584.56,Consumer Non-Cyclicals,53.758916874,6.76032926934874,4791730000,109941000,21634000.0,1.82599355531686
20,VTEX.N,VTEX,562592480.2,Technology,1.3820766953,20.648364690367,226709000,11998000,14284000.0,
21,MTCH.OQ,Match Group Inc,7200140764.5,Technology,-1.044619163,9.55955690416246,3487197000,613446000,476101000.0,2.62295081967213
22,CALX.N,Calix Inc,3533861540.36,Technology,13.0103874866,81.2857245571061,1000010000,17884000,16159000.0,
23,CARG.OQ,CarGurus Inc,2609690597.36,Technology,5.1818629774,10.0194820449028,894384000,20972000,-47617000.0,
24,EFSC.OQ,Enterprise Financial Services Corp,2247102350.0,Financials,55.1062682257,10.8556924629513,,201374000,,2.07270932719197
25,SPB.N,Spectrum Brands Holdings Inc,1766355718.32,Consumer Cyclicals,74.3073929961,8.25273370115975,2809000000,99900000,111700000.0,2.46913580246914
26,ALT.OQ,Altimmune Inc,511136194.41,Healthcare,1.7394659974,,20000,-95059000,-94821000.0,
27,MYPS.OQ,PLAYSTUDIOS Inc,58852720.9322,Technology,1.89059627,-1.73790059926775,289429000,-28687000,-5791000.0,
28,DVN.N,Devon Energy Corp,27701004531.2,Energy,22.9367088608,4.5257563943428,15940000000,2891000000,-2193000000.0,2.14957456336767
29,BRCC.N,BRC Inc,181131562.532,Consumer Non-Cyclicals,0.1852686269,,391490000,-2952000,-6258000.0,
30,IBM.N,International Business Machines Corp,245255823350.28,Technology,35.0176981658,19.2955044145995,67535000000,10592000000,8880000000.0,2.56117082094672
31,BNL.N,Broadstone Net Lease Inc,3716202240.0,Real Estate,16.0239045312,15.8204903770376,431800000,162441000,-305445000.0,5.90631364562118
32,LILA.OQ,Liberty Latin America Ltd,1561719898.0,Technology,5.6502016129,6.12379035973928,4456900000,-657000000,-198700000.0,
33,EXR.N,Extra Space Storage Inc,31064555808.8,Real Estate,65.9223404402,20.4671089171733,3256902000,854681000,-491415000.0,5.21772205520634
34,FBLA.OQ,FB Bancorp Inc,240132937.5,Financials,16.4463768116,21.9599941037736,,-6214000,-8401000.0,
35,KYMR.OQ,Kymera Therapeutics Inc,6570005267.16,Healthcare,11.1350555854,,47072000,-223858000,-229323000.0,
36,LHX.N,L3Harris Technologies Inc,64531198866.5,Industrials,104.7758804696,17.5560731794962,21865000000,1606000000,1503000000.0,1.44717800289436
37,ENTA.OQ,Enanta Pharmaceuticals Inc,401917914.4,Healthcare,3.0332302212,,65324000,-81889000,-90199000.0,
38,ENVA.N,Enova International Inc,3685591464.96,Financials,53.109936827,10.3835244533019,1830241000,308389000,303080000.0,
39,KMI.N,Kinder Morgan Inc,71904255804.8,Energy,14.0179937022,14.9037788212078,16937000000,3056000000,,3.6200495049505
40,CHD.N,Church & Dwight Co Inc,24012630749.45,Consumer Non-Cyclicals,16.4903172641,19.4782873580755,6203200000,736800000,574600000.0,1.21241991128635
41,AVR.OQ,Anteris Technologies Global Corp,523690040.53,Healthcare,1.7462803097,,2703000,-76291000,-76947000.0,
42,ADEA.OQ,Adeia Inc,2058791590.8,Technology,3.6500869789,11.6714640793251,376024000,64623000,93338000.0,1.06382978723404
43,KGS.N,Kodiak Gas Services Inc,4312945946.52,Energy,16.3659590343,10.2346637295232,1159311000,49895000,-160236000.0,3.89817024661893
44,AMCX.OQ,Amc Networks Inc (Nevada),322491311.55,Consumer Cyclicals,22.1042548402,4.60166193238787,2311801000,89400000,198669000.0,
45,UBFO.OQ,United Security Bancshares,192875812.52,Financials,8.101439819,5.29673004130833,,12288000,,4.37556973564266
46,KMB.OQ,Kimberly-Clark Corp,36315626611.11,Consumer Non-Cyclicals,,11.7681566752087,,,,4.67964537062426
47,UNTY.OQ,Unity Bancorp Inc,544118820.0,Financials,34.4494169242,8.78996053799861,,57951000,,1.10071546505228
48,DASH.OQ,DoorDash Inc,69106302536.46,Technology,18.9599830884,42.1774487675001,10722000000,123000000,348000000.0,
49,AGL.N,agilon health inc,149663959.044,Healthcare,1.145963413,,6060530000,-260151000,-267062000.0,
0,LINE.OQ,Lineage Inc,8636196513.75,Real Estate,45.2251308901,14.4790667646426,5340000000,-664000000,-566000000.0,5.57758392809939
1,TSHA.OQ,Taysha Gene Therapies Inc,1246333147.15,Healthcare,0.2859462524,,8333000,-89298000,-88427000.0,
2,MA.N,Mastercard Inc,462279829529.96,Technology,8.5491712707,22.7714977746023,32791000000,14968000000,12140000000.0,0.671348097847056
3,HCKT.OQ,Hackett Group Inc,377932252.95,Industrials,4.1935413643,13.2943981794178,313855000,29630000,17357000.0,3.44580043072505
4,IMMR.OQ,Immersion Corp,202519917.6,Technology,5.6839262432,,33919000,33976000,26634000.0,4.87012987012987
5,EFX.N,Equifax Inc,23213120000.0,Industrials,38.7471728595,14.6356178717171,5681100000,604100000,583200000.0,1.03734439834025
6,SPOT.N,Spotify Technology SA,94341280425.18,Technology,40.5475896237,31.1634488207302,17186000000,2212000000,2253000000.0,
7,ONB.OQ,Old National Bancorp,9651927740.0,Financials,23.3685947958,8.5664011772877,,669257000,,2.26079935405733
8,GNRC.N,Generac Holdings Inc,13169999455.35,Industrials,,19.1716831529145,4209147000,159554000,,
9,QNST.OQ,QuinStreet Inc,641181813.75,Technology,4.3211218726,14.2839522393048,1093711000,4707000,17765000.0,
10,DNOW.N,DNOW Inc,3050418494.29,Industrials,10.6037735849,15.0671269961622,2373000000,81000000,107000000.0,
11,FLOC.N,Flowco Holdings Inc,1956441314.1,Energy,9.5489075008,11.1485279928168,535278000,80249000,80617000.0,1.46654445462878
12,ELDN.OQ,Eledon Pharmaceuticals Inc,160060808.48,Healthcare,2.4336789525,,,-36184000,,
13,NUVB.N,Nuvation Bio Inc,1978148908.41,Healthcare,1.7255815338,,7873000,-567939000,-567401000.0,
14,KIM.N,Kimco Realty Corp,15308653097.37,Real Estate,15.3941722835,17.4438063228574,2140116000,584741000,,4.49141347424042
15,FND.N,Floor & Decor Holdings Inc,7564480115.4,Consumer Cyclicals,20.2676441746,14.7919159100385,4455770000,205872000,-8481000.0,
16,AA.N,Alcoa Corp,15524893718.4,Basic Materials,23.6450568916,7.81506355437263,12831000000,1170000000,1032000000.0,0.667222685571309
17,BH.N,Biglari Holdings Inc,1238867123.2,Consumer Cyclicals,1025.415205097,18.3422156131973,362114000,-3759000,5490000.0,
18,AAP.N,Advance Auto Parts Inc,3532309118.25,Consumer Cyclicals,36.694490818,,8601000000,44000000,28000000.0,1.69923534409516
19,BG.N,Bunge Global ltd,23692529088.91,Consumer Non-Cyclicals,104.6325301205,15.633914323629,70329000000,816000000,-660000000.0,2.28515465600261
20,CG.OQ,Carlyle Group Inc,19638767382.14,Financials,19.6194050598,20.619588285883,4779800000,808700000,,2.56927876674619
21,HLI.N,Houlihan Lokey Inc,11573336608.56,Financials,33.0908259892,15.3435974698252,2389416000,399711000,236065000.0,1.44717800289436
22,EVEX.N,Eve Holding Inc,1048396797.84,Industrials,0.4295032649,,,-138168000,-143132000.0,
23,GWRE.N,Guidewire Software Inc,10799985927.28,Technology,17.3796754771,117.70661935182,1202459000,69804000,74993000.0,
24,SNDA.N,Sonida Senior Living Inc,640606584.52,Healthcare,8.7202494861,33.9013435478823,304326000,-2059000,7307000.0,
25,YETI.N,Yeti Holdings Inc,3734789424.0,Consumer Cyclicals,8.7138046742,13.3468231658648,1829873000,175689000,181989000.0,
26,RMR.OQ,RMR Group Inc,546271336.08,Real Estate,13.6779620284,9.63541276086958,700284000,17596000,-150184000.0,10.5633802816901
27,OPBK.OQ,OP Bancorp,209198037.0,Financials,15.3231852495,2.29296436702313,,25655000,,3.41637010676157
28,CMDB.N,Costamare Bulkers Holdings Ltd,469261791.21,Industrials,17.4360997779,,1195401000,-98255000,-233732000.0,
29,JBGS.N,JBG SMITH Properties,943349890.12,Real Estate,20.4806747424,19.7581177078438,547312000,-143526000,-259920000.0,4.39146800501882
30,VRM.OQ,Vroom Inc,97596867.4,Financials,-17.0667946194,,108316000,-165124000,-112627000.0,
31,VTRS.OQ,Viatris Inc,18163410881.44,Healthcare,15.6167770049,7.69348962050581,14739300000,-634200000,1337400000.0,3.04375396322131
32,MYGN.OQ,Myriad Genetics Inc,418529611.78,Healthcare,7.738410596,,837600000,-127300000,-95400000.0,
33,NOVT.OQ,Novanta Inc,5237120255.97,Technology,20.7426425591,31.4253813093228,949245000,64087000,102488000.0,
34,MLR.N,Miller Industries Inc,507897812.88,Consumer Cyclicals,35.0244541485,9.34395432203698,1257500000,63494000,53521000.0,1.80058519018681
35,CVLG.N,Covenant Logistics Group Inc,715597875.46,Industrials,,7.31364469546733,1164472000,7239000,,0.980049002450123
36,USLM.OQ,United States Lime & Minerals Inc,3106229215.54,Basic Materials,22.0275886153,15.6395176355054,372727000,134275000,,0.221279734464319
37,CPRX.OQ,Catalyst Pharmaceuticals Inc,2990458375.71,Healthcare,6.1425486421,7.75727191887893,491734000,163889000,201107000.0,
38,CRUS.OQ,Cirrus Logic Inc,7376943634.125,Technology,36.688604498,12.8992898228325,1896077000,331507000,353705000.0,
39,MVBF.OQ,MVB Financial Corp,349435680.0,Financials,23.7141354335,8.34456241723848,,20091000,13784000.0,2.4745269286754
40,CNR.N,Core Natural Resources Inc,4688923899.7,Energy,,11.0614329257559,,,,0.43711069828434
41,NOG.N,Northern Oil and Gas Inc,2533773308.88,Energy,23.2386176656,2.9158841014568,2225728000,520308000,-592608000.0,6.93374422187981
42,MTSI.OQ,MACOM Technology Solutions Holdings Inc,18314922595.2,Technology,17.9371097235,83.0338309560372,967258000,-54210000,-73082000.0,
43,WERN.OQ,Werner Enterprises Inc,1988262940.05,Industrials,22.4873694458,8.19276368700297,2974396000,-14399000,,1.68623908461307
44,COMP.N,Compass Inc,7539916529.76,Technology,0.8163270515,58.2495399666405,5629100000,-154400000,-87200000.0,
45,WULF.OQ,Terawulf Inc,6807767385.06,Technology,0.6957991148,,140051000,-72418000,-283813000.0,
46,IBOC.OQ,International Bancshares Corp,4480151336.09,Financials,44.9772717952,8.49792627132418,,409167000,335466000.0,2.02580824198696
47,ABG.N,Asbury Automotive Group Inc,4460441627.52,Consumer Cyclicals,,9.19304873032772,17999000000,492000000,,
48,XYL.N,Xylem Inc,31202724000.0,Industrials,47.1651602301,16.1858712620375,9035000000,957000000,766000000.0,1.342805839644
49,PLD.N,Prologis Inc,129084646990.0,Real Estate,57.2910337727,27.7469692864463,8790127000,3328231000,,2.95027703820969
0,IRDM.OQ,Iridium Communications Inc,2431848106.03,Technology,4.313688922,9.17972308926527,871659000,114372000,164268000.0,2.58955545964609
1,SLGN.N,Silgan Holdings Inc,5140748929.75,Basic Materials,21.3549295775,8.59987308105427,6483200000,288400000,211500000.0,1.64439876670093
2,SION.OQ,Sionna Therapeutics Inc,1674472125.76,Healthcare,3.9193851465,,,-61688000,-61047000.0,
3,CERS.OQ,Cerus Corp,430276002.24,Healthcare,0.3042050682,,201321000,-20918000,-21798000.0,
4,KRT.OQ,Karat Packaging Inc,518366233.95,Basic Materials,7.7775905762,10.4034735376622,422633000,29975000,9549000.0,6.97944939899186
5,GPOR.N,Gulfport Energy Corp,3940051571.43,Energy,96.8831578947,6.11964746126589,958131000,-261386000,-398221000.0,
6,FCN.N,FTI Consulting Inc,5026932956.7,Industrials,64.1413883208,12.5045601148172,3698652000,280088000,292773000.0,
7,GS.N,Goldman Sachs Group Inc,271477292446.54,Financials,399.7441637352,52.2880688686283,125097000000,17176000000,,1.98864264091743
8,AVXL.OQ,Anavex Life Sciences Corp,364200008.94,Healthcare,1.112318112,,,-46377000,,
9,MTZ.N,MasTec Inc,21266167662.9,Industrials,37.3080628836,22.0929907204854,12303464000,162788000,557184000.0,
10,PLPC.OQ,Preformed Line Products Co,1367720046.42,Industrials,86.0462510187,15.8633081932154,593714000,37094000,40650000.0,0.301053687907677
11,INBX.OQ,Inhibrx Biosciences Inc,1102415340.4,Healthcare,9.0247263883,,200000,1687572000,1687260000.0,
12,KWR.N,Quaker Chemical Corp,3109761876.9,Basic Materials,75.8281299193,14.4142603151516,1839686000,116644000,114913000.0,1.13304338128694
13,BIRK.N,Birkenstock Holding PLC,7319461028.8,Consumer Cyclicals,14.5984791712,10.783545151876,2097429000,348327000,375110000.0,
14,DOW.N,Dow Inc,23312681999.28,Basic Materials,22.4957841484,11.1473198631986,39968000000,-2623000000,-3619000000.0,4.30901815943367
15,NWE.OQ,NorthWestern Energy Group Inc,4281391511.28,Utilities,,12.5843603239956,1610559000,,,3.84615384615385
16,DCI.N,Donaldson Company Inc,12624753759.02,Industrials,12.2451558551,19.2030411482916,3690900000,367000000,255700000.0,1.09629088251416
17,CNS.N,Cohen & Steers Inc,3400162683.06,Financials,,17.7236621514805,564828000,153217000,,3.72037203720372
18,STAA.OQ,STAAR Surgical Co,800845443.3,Healthcare,8.0882442748,,313901000,-20208000,-36711000.0,
19,NXT.OQ,Nextpower Inc,17288527158.92,Energy,11.3427440867,19.1971184866433,2959197000,509168000,496732000.0,
20,NNI.N,Nelnet Inc,4658010734.49,Financials,91.4173229851,31.5884366072827,2078519000,184045000,246703000.0,1.01828280490627
21,LZ.OQ,LegalZoom.com Inc,1217846672.46,Technology,0.5174907053,18.1026446719829,681881000,29963000,1526000.0,
22,MOV.N,Movado Group Inc,382022094.72,Consumer Cyclicals,21.6152775283,5.66005685196681,653378000,18364000,-10623000.0,5.74712643678161
23,SBCF.OQ,Seacoast Banking Corporation of Florida,3254142222.89,Financials,34.6162830214,13.479550577154,,144878000,,2.2870899789347
24,OMF.N,OneMain Holdings Inc,6667123962.24,Financials,28.6607032853,20.8862877843172,6242000000,783000000,571000000.0,7.38007380073801
25,IBCP.OQ,Independent Bank Corp (Michigan),752705950.59,Financials,24.0151286176,10.0370790481291,,68541000,,3.05760305760306
26,KRNY.OQ,Kearny Financial Corp,523092340.08,Financials,11.9338644653,5.84334025687136,,26075000,-61000.0,5.44554455445545
27,ARWR.OQ,Arrowhead Pharmaceuticals Inc,8936854365.8,Healthcare,3.4842925283,26.389961635869,829448000,-1631000,31376000.0,
28,FUBO.N,FuboTV Inc,1742838084.24,Technology,,,2722137000,,,
29,ASH.N,Ashland Inc,2788302483.63,Basic Materials,41.3913043478,8.45262551010917,1824000000,-845000000,-759000000.0,2.72443787953389
30,VNT.N,Vontier Corp,5917464000.0,Technology,8.4812542604,10.9237724898433,3075600000,406100000,446700000.0,0.239291696578129
31,MPWR.OQ,Monolithic Power Systems Inc,57061132230.0,Technology,77.4556469241,72.7355267287605,2790459000,615927000,,0.682902677832125
32,WGS.OQ,GeneDx Holdings Corp,2605748788.5,Healthcare,9.1199689415,60.0210450371615,305450000,-52286000,-35824000.0,
33,WTS.N,Watts Water Technologies Inc,10954117640.19,Industrials,60.528358209,20.1279596182618,2438500000,340800000,285000000.0,0.633123306851734
34,MKSI.OQ,MKS Incorporated,17513768650.76,Industrials,34.5022288262,23.6779917609417,3586000000,190000000,361000000.0,0.383523816829025
35,UNF.N,UniFirst Corp,4325118597.56,Industrials,117.1079855299,13.0460905964919,2432352000,148271000,109656000.0,0.610061841885342
36,GCT.OQ,GigaCloud Technology Inc,1305509091.12,Technology,9.8641736898,6.67959616480379,1161042000,125808000,118796000.0,
37,NVRI.N,Enviri Corp,1526815449.72,Industrials,5.1355251005,13.6166662106599,2342645000,-127973000,-76836000.0,
38,GFF.N,Griffon Corp,4359810592.8,Consumer Cyclicals,1.6309917538,10.8787805191989,2519926000,51110000,21997000.0,0.94017094017094
39,AKR.N,Acadia Realty Trust,2698042770.4,Real Estate,17.3033780369,20.3905768339832,410757000,16896000,,3.88538125303545
40,LTH.N,Life Time Group Holdings Inc,6408085636.28,Consumer Cyclicals,12.9455961119,11.0151470063749,2620995000,156240000,-93590000.0,
41,DPZ.OQ,Domino's Pizza Inc,12686724859.0,Consumer Cyclicals,-114.1630435096,17.0181877049819,4706416000,584170000,349040000.0,1.85352862849534
42,IIIV.OQ,I3 Verticals Inc,676563892.2,Technology,16.2928746929,27.3428031714214,213158000,17873000,23383000.0,
43,XEL.OQ,Xcel Energy Inc,48263730079.07,Utilities,,13.7974271405341,14612000000,2018000000,,2.79446010540507
44,SPRY.OQ,ARS Pharmaceuticals Inc,874810207.35,Healthcare,2.6491319177,,89149000,7998000,7614000.0,
45,NXDT.N,NexPoint Diversified Real Estate Trust,232846942.75,Real Estate,20.7936563176,25.4743964798785,83222000,-46730000,-55152000.0,12.6315789473684
46,CRM.N,Salesforce Inc,177767640000.0,Technology,63.5893970894,14.2551874796218,37895000000,6197000000,7479000000.0,0.87708201560194
47,LMAT.OQ,LeMaitre Vascular Inc,1988654234.04,Healthcare,15.0227151256,25.1162787682936,219863000,44038000,32306000.0,0.912616929044034
48,LLYVA.OQ,Liberty Live Holdings Inc,8264863441.9,Consumer Cyclicals,-2.2296293892,,340493000,-112764000,-86637000.0,
49,ERAS.OQ,Erasca Inc,3715041660.0,Healthcare,1.8112341432,,,-161650000,-157905000.0,
0,SNDK.OQ,Sandisk Corp,92459735533.44,Technology,63.5586206897,64.3174529398735,7355000000,-1641000000,-1682000000.0,
1,ACIC.OQ,American Coastal Insurance Corp,540807199.18,Financials,4.926888001,1.81270076714681,,75718000,61064000.0,
2,JCAP.OQ,Jefferson Capital Inc,1238089646.52,Financials,5.9020212234,7.48017412990901,433341000,128891000,129541000.0,4.51977401129944
3,HELE.OQ,Helen of Troy Ltd,406991896.92,Consumer Cyclicals,73.1548322614,6.30009704279963,1907665000,123751000,148754000.0,
4,CMRC.OQ,Commerce.com Inc,225099468.42,Technology,0.4901115871,26.987513257949,342349000,-19342000,-16722000.0,
5,PI.OQ,Impinj Inc,3659243273.44,Technology,7.1451354028,263.217036526603,361075000,-10847000,-8631000.0,
6,ASO.OQ,Academy Sports and Outdoors Inc,3904856928.0,Consumer Cyclicals,28.0901419901,6.61444970635689,5933450000,418447000,304724000.0,0.887978142076503
7,BBBY.N,Bed Bath & Beyond Inc,343744887.49,Technology,3.496454815,,1394964000,-258795000,-260092000.0,
8,III.OQ,Information Services Group Inc,226970652.96,Technology,1.9736804346,11.7088576413335,247585000,2839000,-3496000.0,3.79746835443038
9,RPM.N,RPM International Inc,15139826487.43,Basic Materials,22.6178255076,15.6299876249038,7372644000,688688000,396634000.0,1.82725657727773
